vendor_id,vendor_name,city,state,logo_filename,notes
236,Plues Transmission Parts,Denver,CO,,
363,Poor Boy Salvage,Muskogee,OK,,
237,Popow & Sons Auto Wreckers,LaCombe,AB,,
371,"Post Brothers Auto Parts, Inc.",Catskill,NY,,
238,Post Road Used Auto Parts,Marlboro,MA,,
27,Potts Auto Parts,Lexington,NC,,
239,Premier Auto & Truck Parts Inc.,Cedar Springs,MI,,
652,Premium Auto Salvage,Orlando,FL,,
46,Prestige Mustang,Clarkston,GA,,
72,Prestige Mustang,Clarkston,GA,,
304,Pro Airbags,Peterborough,ON,,
240,Pro-Fast Auto,Glenwood,MN,,
241,Pugh's Auto Salvage,New Boston,TX,,
242,R.F. Koskowski Automotive,Granby Center,NY,,
248,RPM Motorsports,Albert Lea,MN,,
243,Race Auto Parts Recyclers,Jessup,MD,,
398,Rancho Toyota Truck & SUV Recycling,Rancho Cordova,CA,,
28,Ray's Auto Parts,Oakland Park,FL,,
244,Redneck Car Parts,Shelby,NC,,
368,"Regions Auto Parts, LLC",Tampa,FL,,
245,Rhinelander Auto Salvage,Rhinelander,WI,,
73,Rock and Roll Auto Parts,Pleasanton,CA,,
77,Rockitop Auto,Glen Flora,WI,,
246,"Route 12 Auto Parts & Salvage, Inc.",Richmond,IL,,
247,Roxbury Auto Wreckers Inc.,Kenvil,NJ,,
249,Runion's Recycling Inc.,Roseboro,NC,,
336,Rusak Auto,Lyndhurst,OH,,
399,SA Recycling,Santa Ana,CA,,
250,Salisbury Auto Salvage,Clay,WV,,
12,Salvage Auto Supplies,Charlotte,NC,,
251,"Sambucci Bros., Inc. II",Flushing,NY,,
252,Sanborn Auto,Sanborn,IA,,
253,"Schimmick's Auto Dismantlers, Inc.",Torrance,CA,,
254,"Scott's Auto Recyclers, Inc.",Greeley,CO,,
47,Scrap Car Cash - NJ,Union,NJ,,
13,Seymour Auto Wrecking,Seymour,CT,,
400,Shakti Auto Parts,Atlanta,GA,,
255,Sharp Auto Parts,Stillwater,MN,,
256,Simplycars,Oakville,ON,,
257,"Smithville Auto Salvage, LLC",Dowelltown,TN,,
29,South Coast Auto Wrecking,Bandon,OR,,
258,Southern Auto Salvage & Recycling,Bay St Louis,MS,,
74,Southern Import Specialist Inc.,Pearl,MS,,
51,Southside Auto Parts,San Antonio,TX,,
75,Southside Auto Parts,San Antonio,TX,,
401,Southside Auto Parts,Memphis,TN,,
259,Specialized Auto,Essex,MA,,
402,Specialized German Recycling,Rancho Cordova,CA,,
260,Specialized Parts Planet dba Specialized British Recycling,Rancho Cordova,CA,,
261,Speedway Auto Parts,Chicago Heights,IL,,
262,Spencer Auto Salvage,Whittemore,MI,,
263,Stadium Auto Wreckers,South Amboy,NJ,,
264,Stafford's Inc.,Montgomery,IL,,
30,Standard Auto Wreckers,Niagara Falls,NY,,
31,Standard Auto Wreckers,Toronto,ON,,
265,Stockton Auto Dismantlers Inc.,Stockton,CA,,
266,Stoney Creek Auto Inc.,Carleton,MI,,
267,Stoney Point Used Auto Parts,Shelby,NC,,
268,Streamline Auto Parts,Victorville,CA,,
48,Suburban Wheel Cover,Elk Grove Village,IL,,
52,"Subway Truck Parts, Inc.",Sacramento,CA,,
403,Sunrise Nissan/Kia Auto Dismantling,Rancho Cordova,CA,,
364,Supreme Auto Parts,Olean,NY,,
269,T.A.P. Recycling,Rancho Cordova,CA,,
404,Ted's Auto Salvage,Chester,VA,,
32,Teddy Bears Auto Salvage,Holiday,FL,,
49,Tedrow Auto,Wauseon,OH,,
270,Terry's Auto Parts,Ogden,UT,,
271,The Metal Giant,Damascus,PA,,
272,The Speed Shop,Somerset,OH,,
273,Thomas Motors & Salvage,Fyffe,AL,,
318,Thompson's Auto Parts,Fountain Inn,SC,,
340,Thoroughbred Auto Parts,Saratoga Springs,NY,,
405,Timo's Auto Sales,Arroyo Grande,CA,,
33,Tom's Auto Parts,Baltimore,MD,,
274,Tom's Auto Parts & Locating Service,Sabattus,ME,,
275,Tom's Foreign Auto Parts,Waterbury,CT,,
406,"Tony's Auto Salvage, Inc.",Spartanburg,SC,,
276,Tracey's Auto Wreckers,Utopia,ON,,
365,Travers Auto,St. Johns,MI,,
277,Triple Decker Auto Parts Inc.,Chesapeake,VA,,
278,Troy Sellers Auto,Cottondale,AL,,
279,Truck Parts Company,Baldwin Park,CA,,
14,U & I Auto Parts,San Bernardino,CA,,
280,U Fix It Auto,Rushville,IN,,
281,Unique Scrap & Auto - USA,Jackson,NJ,,
337,"Universal Auto Recycling, Inc.",Englewood,CO,,
282,Universal Auto Salvage,Uxbridge,MA,,
317,Universal Used Auto Parts,Ridgewood,NY,,
283,Valdosta Wrecking Co. Inc.,Valdosta,GA,,
284,Valley Auto Salvage,Valley,AL,,
53,Van's Auto Salvage,Waupun,WI,,
285,"VoluParts, Inc.",Atlanta,GA,,
286,Wagner Pickup & Van Parts,Harmony,PA,,
291,Wagner Pickup & Van Parts,Harmony,PA,,
287,Wallace Wrecking & Salvage,Albany,KY,,
292,Wallace Wrecking & Salvage,Albany,KY,,
288,Walt's Auto Inc.,Springfield,OH,,
293,Walt's Auto Inc.,Springfield,OH,,
50,Wayne Auto Parts,Dover,OH,,
76,Wayne Auto Parts,Dover,OH,,
296,WeGotYourPart,Tamaqua,PA,,
289,Weaver Automotive,Carnesville,GA,,
294,Weaver Automotive,Carnesville,GA,,
290,Weber Bros. Auto,Lebanon,PA,,
295,Webster's Used Auto Parts,Terryville,CT,,
297,West Coast Auto Parts,Los Angeles,CA,,
34,West Milford Auto Recyclers,West Milford,NJ,,
3,Wheel City Auto Parts,Collinsville,IL,,
298,Wheels Auto Recyclers,Nevada,TX,,
299,Wheels Auto Salvage,Ashdown,AR,,
407,Wholesale Parts Direct,Austin,TX,,
300,Woodfin Guaranteed Used Parts,Midlothian,VA,,
301,Wrightstown Used Auto & Truck Parts,Newtown,PA,,
302,Yeager Auto Salvage Inc.,Harrison,AR,,
641,aaa1 scrap metal mid-state metal recovery llc,Worcester,MA,,
653,the meta,Bangalore,Karnataka,,
